university;faculty;department;price;preference_discount;preference_price;preference_info
istanbul arel üniversitesi;;Beslenme ve Diyetetik (Fakülte) (%50 İndirimli) (4 Yıllık);295450.0;0;;No preference discount available.
istanbul arel üniversitesi;;Bilgisayar Mühendisliği (%50 İndirimli) (4 Yıllık);261630.0;0;;No preference discount available.
istanbul arel üniversitesi;;Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);261630.0;0;;No preference discount available.
istanbul arel üniversitesi;;Biyomedikal Mühendisliği (%50 İndirimli) (4 Yıllık);107996.0;0;;No preference discount available.
istanbul arel üniversitesi;;Çizgi Film ve Animasyon (%50 İndirimli) (4 Yıllık);200070.0;0;;No preference discount available.
istanbul arel üniversitesi;;Çocuk Gelişimi (Fakülte) (%50 İndirimli) (4 Yıllık);259450.0;0;;No preference discount available.
istanbul arel üniversitesi;;Elektrik-Elektronik Mühendisliği (%50 İndirimli) (4 Yıllık);157705.0;0;;No preference discount available.
istanbul arel üniversitesi;;Elektrik-Elektronik Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);157705.0;0;;No preference discount available.
istanbul arel üniversitesi;;Endüstri Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);224694.0;0;;No preference discount available.
istanbul arel üniversitesi;;Finans ve Bankacılık (Fakülte) (%50 İndirimli) (4 Yıllık);206568.0;0;;No preference discount available.
istanbul arel üniversitesi;;Fizyoterapi ve Rehabilitasyon (Fakülte) (%50 İndirimli) (4 Yıllık);275590.0;0;;No preference discount available.
istanbul arel üniversitesi;;Gastronomi ve Mutfak Sanatları (Fakülte) (%50 İndirimli) (4 Yıllık);210074.0;0;;No preference discount available.
istanbul arel üniversitesi;;Gazetecilik (%50 İndirimli) (4 Yıllık);132568.0;0;;No preference discount available.
istanbul arel üniversitesi;;Görsel İletişim Tasarımı (%50 İndirimli) (4 Yıllık);140049.0;0;;No preference discount available.
istanbul arel üniversitesi;;Grafik Tasarımı (%50 İndirimli) (4 Yıllık);226062.0;0;;No preference discount available.
istanbul arel üniversitesi;;Halkla İlişkiler ve Reklamcılık (Fakülte) (%50 İndirimli) (4 Yıllık);164887.0;0;;No preference discount available.
istanbul arel üniversitesi;;Havacılık Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);231192.0;0;;No preference discount available.
istanbul arel üniversitesi;;Hemşirelik (Fakülte) (%25 İndirimli) (4 Yıllık);345311.0;0;;No preference discount available.
istanbul arel üniversitesi;;İç Mimarlık (%50 İndirimli) (4 Yıllık);255816.0;0;;No preference discount available.
istanbul arel üniversitesi;;İngiliz Dili ve Edebiyatı (İngilizce) (%50 İndirimli) (4 Yıllık);256130.0;0;;No preference discount available.
istanbul arel üniversitesi;;İngilizce Mütercim ve Tercümanlık (%50 İndirimli) (4 Yıllık);263041.0;0;;No preference discount available.
istanbul arel üniversitesi;;İnşaat Mühendisliği (%50 İndirimli) (4 Yıllık);154114.0;0;;No preference discount available.
istanbul arel üniversitesi;;İşletme (%50 İndirimli) (4 Yıllık);206568.0;0;;No preference discount available.
istanbul arel üniversitesi;;İşletme (İngilizce) (%50 İndirimli) (4 Yıllık);206568.0;0;;No preference discount available.
istanbul arel üniversitesi;;Lojistik Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);226062.0;0;;No preference discount available.
istanbul arel üniversitesi;;Makine Mühendisliği (%50 İndirimli) (4 Yıllık);154114.0;0;;No preference discount available.
istanbul arel üniversitesi;;Mimarlık (%50 İndirimli) (4 Yıllık);143607.0;0;;No preference discount available.
istanbul arel üniversitesi;;Moleküler Biyoloji ve Genetik (İngilizce) (%50 İndirimli) (4 Yıllık);245480.0;0;;No preference discount available.
istanbul arel üniversitesi;;Muhasebe ve Finans Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);200070.0;0;;No preference discount available.
istanbul arel üniversitesi;;Psikoloji (%25 İndirimli) (4 Yıllık);372248.0;0;;No preference discount available.
istanbul arel üniversitesi;;Sağlık Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);176064.0;0;;No preference discount available.
istanbul arel üniversitesi;;Sinema ve Televizyon (%50 İndirimli) (4 Yıllık);140049.0;0;;No preference discount available.
istanbul arel üniversitesi;;Siyaset Bilimi ve Kamu Yönetimi (%50 İndirimli) (4 Yıllık);183654.0;0;;No preference discount available.
istanbul arel üniversitesi;;Sosyal Hizmet (Fakülte) (%50 İndirimli) (4 Yıllık);176064.0;0;;No preference discount available.
istanbul arel üniversitesi;;Sosyoloji (%50 İndirimli) (4 Yıllık);170444.0;0;;No preference discount available.
istanbul arel üniversitesi;;Tıp (%50 İndirimli) (6 Yıllık);366282.0;0;;No preference discount available.
istanbul arel üniversitesi;;Türk Dili ve Edebiyatı (%50 İndirimli) (4 Yıllık);185364.0;0;;No preference discount available.
istanbul arel üniversitesi;;Uluslararası İlişkiler (%50 İndirimli) (4 Yıllık);191862.0;0;;No preference discount available.
istanbul arel üniversitesi;;Uluslararası İlişkiler (İngilizce) (%50 İndirimli) (4 Yıllık);191862.0;0;;No preference discount available.
istanbul arel üniversitesi;;Uluslararası Ticaret ve Finansman (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);206568.0;0;;No preference discount available.
istanbul arel üniversitesi;;Yazılım Mühendisliği (%50 İndirimli) (4 Yıllık);244188.0;0;;No preference discount available.
istanbul arel üniversitesi;;Yeni Medya ve İletişim (%50 İndirimli) (4 Yıllık);170872.0;0;;No preference discount available.
istanbul arel üniversitesi;;Yönetim Bilişim Sistemleri (Fakülte) (%50 İndirimli) (4 Yıllık);232902.0;0;;No preference discount available.
istanbul arel üniversitesi;;Ağız ve Diş Sağlığı (%25 İndirimli);191606.0;0;;No preference discount available.
istanbul arel üniversitesi;;Anestezi (%25 İndirimli);203148.0;0;;No preference discount available.
istanbul arel üniversitesi;;Aşçılık (%50 İndirimli);154285.0;0;;No preference discount available.
istanbul arel üniversitesi;;Bankacılık ve Sigortacılık (%50 İndirimli);145436.0;0;;No preference discount available.
istanbul arel üniversitesi;;Bilgisayar Destekli Tasarım ve Animasyon (%50 İndirimli);141973.0;0;;No preference discount available.
istanbul arel üniversitesi;;Bilgisayar Programcılığı (%25 İndirimli);182372.0;0;;No preference discount available.
istanbul arel üniversitesi;;Çocuk Gelişimi (%50 İndirimli);156593.0;0;;No preference discount available.
istanbul arel üniversitesi;;Dış Ticaret (%50 İndirimli);151207.0;0;;No preference discount available.
istanbul arel üniversitesi;;Diş Protez Teknolojisi (%25 İndirimli);185260.0;0;;No preference discount available.
istanbul arel üniversitesi;;Elektronik Teknolojisi (%50 İndirimli);145436.0;0;;No preference discount available.
istanbul arel üniversitesi;;Fizyoterapi (%25 İndirimli);206211.0;0;;No preference discount available.
istanbul arel üniversitesi;;Grafik Tasarımı (%50 İndirimli);147744.0;0;;No preference discount available.
istanbul arel üniversitesi;;İlk ve Acil Yardım (%25 İndirimli);191606.0;0;;No preference discount available.
istanbul arel üniversitesi;;İnsan Kaynakları Yönetimi (%50 İndirimli);154285.0;0;;No preference discount available.
istanbul arel üniversitesi;;İş Sağlığı ve Güvenliği (%50 İndirimli);145436.0;0;;No preference discount available.
istanbul arel üniversitesi;;İşletme Yönetimi (%50 İndirimli);147744.0;0;;No preference discount available.
istanbul arel üniversitesi;;Lojistik (%50 İndirimli);147744.0;0;;No preference discount available.
istanbul arel üniversitesi;;Mekatronik (%50 İndirimli);145436.0;0;;No preference discount available.
istanbul arel üniversitesi;;Mimari Restorasyon (%50 İndirimli);154285.0;0;;No preference discount available.
istanbul arel üniversitesi;;Moda Tasarımı (%50 İndirimli);145436.0;0;;No preference discount available.
istanbul arel üniversitesi;;Muhasebe ve Vergi Uygulamaları (%50 İndirimli);140049.0;0;;No preference discount available.
istanbul arel üniversitesi;;Optisyenlik (%25 İndirimli);180643.0;0;;No preference discount available.
istanbul arel üniversitesi;;Sivil Hava Ulaştırma İşletmeciliği (%50 İndirimli);140049.0;0;;No preference discount available.
istanbul arel üniversitesi;;Sivil Havacılık Kabin Hizmetleri (%50 İndirimli);156593.0;0;;No preference discount available.
istanbul arel üniversitesi;;Tıbbi Dokümantasyon ve Sekreterlik (%50 İndirimli);145436.0;0;;No preference discount available.
istanbul arel üniversitesi;;Tıbbi Görüntüleme Teknikleri (%50 İndirimli);154285.0;0;;No preference discount available.
istanbul arel üniversitesi;;Tıbbi Laboratuvar Teknikleri (%50 İndirimli);150053.0;0;;No preference discount available.
istanbul arel üniversitesi;;Turist Rehberliği (%50 İndirimli);144281.0;0;;No preference discount available.
istanbul arel üniversitesi;;Uçak Teknolojisi (%25 İndirimli);178909.0;0;;No preference discount available.
istanbul arel üniversitesi;;Yaşlı Bakımı (%50 İndirimli);119273.0;0;;No preference discount available.
istanbul arel üniversitesi;;Yapı Tesisat Teknolojisi (%50 İndirimli);119273.0;0;;No preference discount available.
istanbul arel üniversitesi;;Su ve Atık Yönetimi Teknikerliği  (%50 İndirimli);119273.0;0;;No preference discount available.
istanbul arel üniversitesi;;Oyun Geliştirme ve Programlama  (%50 İndirimli);119273.0;0;;No preference discount available.
istanbul arel üniversitesi;;Mahkeme ve Büro Hizmetleri  (%50 İndirimli);140049.0;0;;No preference discount available.
istanbul arel üniversitesi;;Kurumsal Bilişim Uzmanlığı  (%50 İndirimli);119273.0;0;;No preference discount available.
istanbul arel üniversitesi;;Karbon Yönetimi Teknikerliği (%50 İndirimli);119273.0;0;;No preference discount available.
istanbul arel üniversitesi;;İmalat Yürütme Sistemleri Operatörlüğü  (%50 İndirimli);119273.0;0;;No preference discount available.
istanbul arel üniversitesi;;Elektrik Enerjisi Üretim, İletim ve Dağıtımı (%50 İndirimli);156593.0;0;;No preference discount available.
istanbul arel üniversitesi;;CNC Programlama Operatörlüğü (%50 İndirimli);154285.0;0;;No preference discount available.
istanbul arel üniversitesi;;Biyomedikal Cihaz Teknolojisi (%50 İndirimli);119273.0;0;;No preference discount available.
Istanbul Arel University;;Beslenme ve Diyetetik (Fakülte) (%50 İndirimli) (4 Yıllık);295450.0;0;;No preference discount available.
Istanbul Arel University;;Bilgisayar Mühendisliği (%50 İndirimli) (4 Yıllık);261630.0;0;;No preference discount available.
Istanbul Arel University;;Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);261630.0;0;;No preference discount available.
Istanbul Arel University;;Biyomedikal Mühendisliği (%50 İndirimli) (4 Yıllık);107996.0;0;;No preference discount available.
Istanbul Arel University;;Çizgi Film ve Animasyon (%50 İndirimli) (4 Yıllık);200070.0;0;;No preference discount available.
Istanbul Arel University;;Çocuk Gelişimi (Fakülte) (%50 İndirimli) (4 Yıllık);259450.0;0;;No preference discount available.
Istanbul Arel University;;Elektrik-Elektronik Mühendisliği (%50 İndirimli) (4 Yıllık);157705.0;0;;No preference discount available.
Istanbul Arel University;;Elektrik-Elektronik Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);157705.0;0;;No preference discount available.
Istanbul Arel University;;Endüstri Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);224694.0;0;;No preference discount available.
Istanbul Arel University;;Finans ve Bankacılık (Fakülte) (%50 İndirimli) (4 Yıllık);206568.0;0;;No preference discount available.
Istanbul Arel University;;Fizyoterapi ve Rehabilitasyon (Fakülte) (%50 İndirimli) (4 Yıllık);275590.0;0;;No preference discount available.
Istanbul Arel University;;Gastronomi ve Mutfak Sanatları (Fakülte) (%50 İndirimli) (4 Yıllık);210074.0;0;;No preference discount available.
Istanbul Arel University;;Gazetecilik (%50 İndirimli) (4 Yıllık);132568.0;0;;No preference discount available.
Istanbul Arel University;;Görsel İletişim Tasarımı (%50 İndirimli) (4 Yıllık);140049.0;0;;No preference discount available.
Istanbul Arel University;;Grafik Tasarımı (%50 İndirimli) (4 Yıllık);226062.0;0;;No preference discount available.
Istanbul Arel University;;Halkla İlişkiler ve Reklamcılık (Fakülte) (%50 İndirimli) (4 Yıllık);164887.0;0;;No preference discount available.
Istanbul Arel University;;Havacılık Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);231192.0;0;;No preference discount available.
Istanbul Arel University;;Hemşirelik (Fakülte) (%25 İndirimli) (4 Yıllık);345311.0;0;;No preference discount available.
Istanbul Arel University;;İç Mimarlık (%50 İndirimli) (4 Yıllık);255816.0;0;;No preference discount available.
Istanbul Arel University;;İngiliz Dili ve Edebiyatı (İngilizce) (%50 İndirimli) (4 Yıllık);256130.0;0;;No preference discount available.
Istanbul Arel University;;İngilizce Mütercim ve Tercümanlık (%50 İndirimli) (4 Yıllık);263041.0;0;;No preference discount available.
Istanbul Arel University;;İnşaat Mühendisliği (%50 İndirimli) (4 Yıllık);154114.0;0;;No preference discount available.
Istanbul Arel University;;İşletme (%50 İndirimli) (4 Yıllık);206568.0;0;;No preference discount available.
Istanbul Arel University;;İşletme (İngilizce) (%50 İndirimli) (4 Yıllık);206568.0;0;;No preference discount available.
Istanbul Arel University;;Lojistik Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);226062.0;0;;No preference discount available.
Istanbul Arel University;;Makine Mühendisliği (%50 İndirimli) (4 Yıllık);154114.0;0;;No preference discount available.
Istanbul Arel University;;Mimarlık (%50 İndirimli) (4 Yıllık);143607.0;0;;No preference discount available.
Istanbul Arel University;;Moleküler Biyoloji ve Genetik (İngilizce) (%50 İndirimli) (4 Yıllık);245480.0;0;;No preference discount available.
Istanbul Arel University;;Muhasebe ve Finans Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);200070.0;0;;No preference discount available.
Istanbul Arel University;;Psikoloji (%25 İndirimli) (4 Yıllık);372248.0;0;;No preference discount available.
Istanbul Arel University;;Sağlık Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);176064.0;0;;No preference discount available.
Istanbul Arel University;;Sinema ve Televizyon (%50 İndirimli) (4 Yıllık);140049.0;0;;No preference discount available.
Istanbul Arel University;;Siyaset Bilimi ve Kamu Yönetimi (%50 İndirimli) (4 Yıllık);183654.0;0;;No preference discount available.
Istanbul Arel University;;Sosyal Hizmet (Fakülte) (%50 İndirimli) (4 Yıllık);176064.0;0;;No preference discount available.
Istanbul Arel University;;Sosyoloji (%50 İndirimli) (4 Yıllık);170444.0;0;;No preference discount available.
Istanbul Arel University;;Tıp (%50 İndirimli) (6 Yıllık);366282.0;0;;No preference discount available.
Istanbul Arel University;;Türk Dili ve Edebiyatı (%50 İndirimli) (4 Yıllık);185364.0;0;;No preference discount available.
Istanbul Arel University;;Uluslararası İlişkiler (%50 İndirimli) (4 Yıllık);191862.0;0;;No preference discount available.
Istanbul Arel University;;Uluslararası İlişkiler (İngilizce) (%50 İndirimli) (4 Yıllık);191862.0;0;;No preference discount available.
Istanbul Arel University;;Uluslararası Ticaret ve Finansman (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);206568.0;0;;No preference discount available.
Istanbul Arel University;;Yazılım Mühendisliği (%50 İndirimli) (4 Yıllık);244188.0;0;;No preference discount available.
Istanbul Arel University;;Yeni Medya ve İletişim (%50 İndirimli) (4 Yıllık);170872.0;0;;No preference discount available.
Istanbul Arel University;;Yönetim Bilişim Sistemleri (Fakülte) (%50 İndirimli) (4 Yıllık);232902.0;0;;No preference discount available.
Istanbul Arel University;;Ağız ve Diş Sağlığı (%25 İndirimli);191606.0;0;;No preference discount available.
Istanbul Arel University;;Anestezi (%25 İndirimli);203148.0;0;;No preference discount available.
Istanbul Arel University;;Aşçılık (%50 İndirimli);154285.0;0;;No preference discount available.
Istanbul Arel University;;Bankacılık ve Sigortacılık (%50 İndirimli);145436.0;0;;No preference discount available.
Istanbul Arel University;;Bilgisayar Destekli Tasarım ve Animasyon (%50 İndirimli);141973.0;0;;No preference discount available.
Istanbul Arel University;;Bilgisayar Programcılığı (%25 İndirimli);182372.0;0;;No preference discount available.
Istanbul Arel University;;Çocuk Gelişimi (%50 İndirimli);156593.0;0;;No preference discount available.
Istanbul Arel University;;Dış Ticaret (%50 İndirimli);151207.0;0;;No preference discount available.
Istanbul Arel University;;Diş Protez Teknolojisi (%25 İndirimli);185260.0;0;;No preference discount available.
Istanbul Arel University;;Elektronik Teknolojisi (%50 İndirimli);145436.0;0;;No preference discount available.
Istanbul Arel University;;Fizyoterapi (%25 İndirimli);206211.0;0;;No preference discount available.
Istanbul Arel University;;Grafik Tasarımı (%50 İndirimli);147744.0;0;;No preference discount available.
Istanbul Arel University;;İlk ve Acil Yardım (%25 İndirimli);191606.0;0;;No preference discount available.
Istanbul Arel University;;İnsan Kaynakları Yönetimi (%50 İndirimli);154285.0;0;;No preference discount available.
Istanbul Arel University;;İş Sağlığı ve Güvenliği (%50 İndirimli);145436.0;0;;No preference discount available.
Istanbul Arel University;;İşletme Yönetimi (%50 İndirimli);147744.0;0;;No preference discount available.
Istanbul Arel University;;Lojistik (%50 İndirimli);147744.0;0;;No preference discount available.
Istanbul Arel University;;Mekatronik (%50 İndirimli);145436.0;0;;No preference discount available.
Istanbul Arel University;;Mimari Restorasyon (%50 İndirimli);154285.0;0;;No preference discount available.
Istanbul Arel University;;Moda Tasarımı (%50 İndirimli);145436.0;0;;No preference discount available.
Istanbul Arel University;;Muhasebe ve Vergi Uygulamaları (%50 İndirimli);140049.0;0;;No preference discount available.
Istanbul Arel University;;Optisyenlik (%25 İndirimli);180643.0;0;;No preference discount available.
Istanbul Arel University;;Sivil Hava Ulaştırma İşletmeciliği (%50 İndirimli);140049.0;0;;No preference discount available.
Istanbul Arel University;;Sivil Havacılık Kabin Hizmetleri (%50 İndirimli);156593.0;0;;No preference discount available.
Istanbul Arel University;;Tıbbi Dokümantasyon ve Sekreterlik (%50 İndirimli);145436.0;0;;No preference discount available.
Istanbul Arel University;;Tıbbi Görüntüleme Teknikleri (%50 İndirimli);154285.0;0;;No preference discount available.
Istanbul Arel University;;Tıbbi Laboratuvar Teknikleri (%50 İndirimli);150053.0;0;;No preference discount available.
Istanbul Arel University;;Turist Rehberliği (%50 İndirimli);144281.0;0;;No preference discount available.
Istanbul Arel University;;Uçak Teknolojisi (%25 İndirimli);178909.0;0;;No preference discount available.
Istanbul Arel University;;Yaşlı Bakımı (%50 İndirimli);119273.0;0;;No preference discount available.
Istanbul Arel University;;Yapı Tesisat Teknolojisi (%50 İndirimli);119273.0;0;;No preference discount available.
Istanbul Arel University;;Su ve Atık Yönetimi Teknikerliği  (%50 İndirimli);119273.0;0;;No preference discount available.
Istanbul Arel University;;Oyun Geliştirme ve Programlama  (%50 İndirimli);119273.0;0;;No preference discount available.
Istanbul Arel University;;Mahkeme ve Büro Hizmetleri  (%50 İndirimli);140049.0;0;;No preference discount available.
Istanbul Arel University;;Kurumsal Bilişim Uzmanlığı  (%50 İndirimli);119273.0;0;;No preference discount available.
Istanbul Arel University;;Karbon Yönetimi Teknikerliği (%50 İndirimli);119273.0;0;;No preference discount available.
Istanbul Arel University;;İmalat Yürütme Sistemleri Operatörlüğü  (%50 İndirimli);119273.0;0;;No preference discount available.
Istanbul Arel University;;Elektrik Enerjisi Üretim, İletim ve Dağıtımı (%50 İndirimli);156593.0;0;;No preference discount available.
Istanbul Arel University;;CNC Programlama Operatörlüğü (%50 İndirimli);154285.0;0;;No preference discount available.
Istanbul Arel University;;Biyomedikal Cihaz Teknolojisi (%50 İndirimli);119273.0;0;;No preference discount available.
nişantaşı üniversitesi;;Beslenme ve Diyetetik (Fakülte) (%50 İndirimli) (4 Yıllık);579590.0;0;;No preference discount available.
nişantaşı üniversitesi;;Bilgisayar Mühendisliği (%50 İndirimli) (4 Yıllık);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Dijital Oyun Tasarımı (%50 İndirimli) (4 Yıllık);497310.0;0;;No preference discount available.
nişantaşı üniversitesi;;Dil ve Konuşma Terapisi (Fakülte) (%50 İndirimli) (4 Yıllık);497310.0;0;;No preference discount available.
nişantaşı üniversitesi;;Ebelik (%50 İndirimli);661870.0;0;;No preference discount available.
nişantaşı üniversitesi;;Ekonomi ve Finans (İngilizce) (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Ekonomi (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Elektrik-Elektronik Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Endüstri Mühendisliği (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Endüstriyel Tasarım (Fakülte) (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Finans ve Bankacılık (Fakülte) (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Fizyoterapi ve Rehabilitasyon (Fakülte) (%50 İndirimli) (4 Yıllık);497310.0;0;;No preference discount available.
nişantaşı üniversitesi;;Gastronomi ve Mutfak Sanatları (Fakülte) (%50 İndirimli) (4 Yıllık);497310.0;0;;No preference discount available.
nişantaşı üniversitesi;;Halkla İlişkiler ve Reklamcılık (Fakülte) (%50 İndirimli) (4 Yıllık);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Havacılık Elektrik ve Elektroniği (Yüksekokul) (%50 İndirimli) (4 Yıllık);579590.0;0;;No preference discount available.
nişantaşı üniversitesi;;Havacılık Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Havacılık Yönetimi (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Hemşirelik (Fakülte) (%50 İndirimli) (4 Yıllık);661870.0;0;;No preference discount available.
nişantaşı üniversitesi;;İç Mimarlık (%50 İndirimli) (4 Yıllık);497310.0;0;;No preference discount available.
nişantaşı üniversitesi;;İç Mimarlık (İngilizce) (%50 İndirimli) (4 Yıllık);497310.0;0;;No preference discount available.
nişantaşı üniversitesi;;İletişim ve Tasarımı (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;İngiliz Dili ve Edebiyatı (İngilizce) (%50 İndirimli) (4 Yıllık);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;İngilizce Mütercim ve Tercümanlık (%50 İndirimli) (4 Yıllık);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;İşletme (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;İşletme (İngilizce) (%50 İndirimli) (4 Yıllık);497310.0;0;;No preference discount available.
nişantaşı üniversitesi;;Muhasebe ve Finans Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Psikoloji (%50 İndirimli) (4 Yıllık);579590.0;0;;No preference discount available.
nişantaşı üniversitesi;;Psikoloji (İngilizce) (%50 İndirimli) (4 Yıllık);579590.0;0;;No preference discount available.
nişantaşı üniversitesi;;Radyo, Televizyon ve Sinema (%50 İndirimli) (4 Yıllık);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Sermaye Piyasası (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Siyaset Bilimi ve Kamu Yönetimi (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Sosyal Hizmet (Fakülte) (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Sosyoloji (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Spor Yöneticiliği (%50 İndirimli);454960.0;0;;No preference discount available.
nişantaşı üniversitesi;;Turizm İşletmeciliği (Fakülte) (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Turizm Rehberliği (Yüksekokul) (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Uçak Bakım ve Onarım (Yüksekokul) (%50 İndirimli) (4 Yıllık);579590.0;0;;No preference discount available.
nişantaşı üniversitesi;;Uluslararası İlişkiler (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Uluslararası İlişkiler (İngilizce) (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Uluslararası Ticaret ve İşletmecilik (Yüksekokul) (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Uluslararası Ticaret ve Lojistik (Fakülte) (%50 İndirimli) (4 Yıllık);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Veri Bilimi ve Analitiği (%50 İndirimli);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Yazılım Geliştirme (%50 İndirimli);497310.0;0;;No preference discount available.
nişantaşı üniversitesi;;Yazılım Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Yeni Medya ve İletişim (%50 İndirimli) (4 Yıllık);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Yeni Medya ve İletişim (İngilizce) (%50 İndirimli) (4 Yıllık);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Yönetim Bilişim Sistemleri (Fakülte) (%50 İndirimli) (4 Yıllık);579590.0;0;;No preference discount available.
nişantaşı üniversitesi;;Yönetim Bilişim Sistemleri (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);579590.0;0;;No preference discount available.
nişantaşı üniversitesi;;Ağız ve Diş Sağlığı (%50 İndirimli);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Ameliyathane Hizmetleri (%50 İndirimli);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Anestezi (%50 İndirimli);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Aşçılık (%50 İndirimli);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Bankacılık ve Sigortacılık (%50 İndirimli);248655.0;0;;No preference discount available.
nişantaşı üniversitesi;;Bilgisayar Programcılığı (%50 İndirimli);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Çocuk Gelişimi (%50 İndirimli);248655.0;0;;No preference discount available.
nişantaşı üniversitesi;;Deniz Ulaştırma ve İşletme (%50 İndirimli);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Dış Ticaret (%50 İndirimli);248655.0;0;;No preference discount available.
nişantaşı üniversitesi;;Dijital Sağlık Hizmetleri Teknikerliği (%50 İndirimli);248655.0;0;;No preference discount available.
nişantaşı üniversitesi;;Diş Protez Teknolojisi (%50 İndirimli);413820.0;0;;No preference discount available.
nişantaşı üniversitesi;;Diyaliz (%50 İndirimli);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Eczane Hizmetleri (%50 İndirimli);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Elektrik (%50 İndirimli);248655.0;0;;No preference discount available.
nişantaşı üniversitesi;;Elektronik Teknolojisi (%50 İndirimli);248655.0;0;;No preference discount available.
nişantaşı üniversitesi;;Elektronörofizyoloji (%50 İndirimli);248655.0;0;;No preference discount available.
nişantaşı üniversitesi;;Fizyoterapi (%50 İndirimli);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Fotoğrafçılık ve Kameramanlık (%50 İndirimli);248655.0;0;;No preference discount available.
nişantaşı üniversitesi;;Grafik Tasarımı (%50 İndirimli);330935.0;0;;No preference discount available.
nişantaşı üniversitesi;;Halkla İlişkiler ve Tanıtım (%50 İndirimli);248655.0;0;;No preference discount available.
nişantaşı üniversitesi;;İç Mekan Tasarımı (%50 İndirimli);330935.0;0;;No preference discount available.
